Probe	ProbeID	gennames	biotype_gene
13189	ILMN_1738523	4560576	MYD88	protein_coding
13190	ILMN_1738529	7100131	BCS1L	protein_coding
13191	ILMN_1738530	4150086	ATAD3A	protein_coding
13192	ILMN_1738536	4830047	ZMAT1	protein_coding
13193	ILMN_1738539	2320204	OPLAH	protein_coding
13194	ILMN_1738549	4180692	VPREB1	protein_coding
13195	ILMN_1738554	4860066	NA	NA
13196	ILMN_1738558	6400403	RGS20	protein_coding
13197	ILMN_1738572	6980082	USP48	protein_coding
13198	ILMN_1738578	110307	NA	NA
13199	ILMN_1738579	2490176	VHL	protein_coding
13200	ILMN_1738580	4260446	NR2E1	protein_coding
13201	ILMN_1738589	160612	MGLL	protein_coding
13202	ILMN_1738598	160093	DYRK1B	protein_coding
13203	ILMN_1738604	5720161	ADH5	protein_coding
13204	ILMN_1738607	6130427	NA	processed_pseudogene
13205	ILMN_1738609	5810102	NA	NA
13206	ILMN_1738622	540762	NA	NA
13207	ILMN_1738631	450021	NA	lincRNA
13208	ILMN_1738632	130368	PRKAR1A	protein_coding
13209	ILMN_1738642	2640551	CMPK1	protein_coding
13210	ILMN_1738646	1340390	NA	NA
13211	ILMN_1738652	5860376	NA	NA
13212	ILMN_1738656	5910543	GLOD4	protein_coding
13213	ILMN_1738657	1980682	SATB2	protein_coding
13214	ILMN_1738671	4540148	ANKRD36	protein_coding
13215	ILMN_1738672	3890746	TRIM33	protein_coding
13216	ILMN_1738675	6400465	PTPN6	protein_coding
13217	ILMN_1738677	6060349	PRPF8	protein_coding
13218	ILMN_1738678	5260075	LINC00476	processed_transcript
13219	ILMN_1738680	5690343	PLEKHG5	protein_coding
13220	ILMN_1738681	4200068	NA	NA
13221	ILMN_1738684	3360678	NRXN2	protein_coding
13222	ILMN_1738691	7400598	NA	NA
13223	ILMN_1738694	1340592	WNT7B	protein_coding
13224	ILMN_1738699	5690280	NA	NA
13225	ILMN_1738700	1710309	OR4N5	protein_coding
13226	ILMN_1738704	6020463	TRIM26	protein_coding
13227	ILMN_1738707	5870577	NA	NA
13228	ILMN_1738712	3180563	GPR180	protein_coding
13229	ILMN_1738718	4830328	NA	NA
13230	ILMN_1738725	2650390	LIF	protein_coding
13231	ILMN_1738736	7330014	SNX4	protein_coding
13232	ILMN_1738742	3710044	PLAT	protein_coding
13233	ILMN_1738749	4200475	NA	NA
13234	ILMN_1738750	780427	TFCP2	protein_coding
13235	ILMN_1738751	5720711	NA	lincRNA
13236	ILMN_1738757	2000703	PIP5K1B	protein_coding
13237	ILMN_1738759	3840689	PIGT	protein_coding
13238	ILMN_1738767	2060288	PLP2	protein_coding
13239	ILMN_1738773	1580037	HRC	protein_coding
13240	ILMN_1738783	1300373	GDF9	protein_coding
13241	ILMN_1738784	5870746	PPP2R5A	protein_coding
13242	ILMN_1738793	4050719	ZNF71	protein_coding
13243	ILMN_1738796	6270075	PITPNC1	protein_coding
13244	ILMN_1738816	6770719	FOXO1	protein_coding
13245	ILMN_1738818	6280739	NA	NA
13246	ILMN_1738819	6980475	EFTUD2	protein_coding
13247	ILMN_1738821	4040292	GOLGA2	protein_coding
13248	ILMN_1738825	20477	HIC1	protein_coding
13249	ILMN_1738832	4070743	SACS	protein_coding
13250	ILMN_1738847	4180037	NA	NA
13251	ILMN_1738849	3710563	SLC9A2	protein_coding
13252	ILMN_1738854	1780482	CACHD1	protein_coding
13253	ILMN_1738858	4010102	NA	processed_pseudogene
13254	ILMN_1738866	2470386	NA	NA
13255	ILMN_1738867	5130037	NA	NA
13256	ILMN_1738869	6480575	NA	NA
13257	ILMN_1738883	6760433	RNF135	protein_coding
13258	ILMN_1738885	2230228	DCAF12L1	protein_coding
13259	ILMN_1738909	3610470	TROVE2	protein_coding
13260	ILMN_1738931	780360	ATRX	protein_coding
13261	ILMN_1738938	540446	TIMM8B	protein_coding
13262	ILMN_1738955	7210300	ANAPC16	protein_coding
13263	ILMN_1738962	840379	SYCN	protein_coding
13264	ILMN_1738971	2680184	NA	NA
13265	ILMN_1738983	2850195	SIRT5	protein_coding
13266	ILMN_1738987	1110102	NA	NA
13267	ILMN_1738989	2690411	SYBU	protein_coding
13268	ILMN_1739001	6270138	TACSTD2	protein_coding
13269	ILMN_1739008	3890528	ATG9A	protein_coding
13270	ILMN_1739032	3780161	TMEM70	protein_coding
13271	ILMN_1739042	1740537	ATRX	protein_coding
13272	ILMN_1739045	1820209	NA	unprocessed_pseudogene
13273	ILMN_1739050	5130438	PIPOX	protein_coding
13274	ILMN_1739054	6450048	NA	NA
13275	ILMN_1739076	2900180	HIST1H2BO	protein_coding
13276	ILMN_1739081	3520706	ABI1	protein_coding
13277	ILMN_1739083	7000224	SIRT1	protein_coding
13278	ILMN_1739086	4010008	NA	NA
13279	ILMN_1739101	5720133	NA	NA
13280	ILMN_1739103	2490470	MPZL1	protein_coding
13281	ILMN_1739126	2710026	TMEM213	protein_coding
13282	ILMN_1739133	6370445	MCMDC2	protein_coding
13283	ILMN_1739134	5890639	MFSD2B	protein_coding
13284	ILMN_1739138	380161	OR1N1	protein_coding
13285	ILMN_1739144	3120382	SI	protein_coding
13286	ILMN_1739151	6550131	NA	NA
13287	ILMN_1739155	7160195	NA	NA
13288	ILMN_1739156	770441	NA	NA
13289	ILMN_1739161	1030630	PLPP1	protein_coding
13290	ILMN_1739162	2600521	CALML6	protein_coding
13291	ILMN_1739168	6620470	OR2T10	protein_coding
13292	ILMN_1739170	7400291	NA	NA
13293	ILMN_1739178	1940255	TBXA2R	protein_coding
13294	ILMN_1739198	5260142	NA	NA
13295	ILMN_1739210	6980747	NSL1	protein_coding
13296	ILMN_1739214	2490465	TMPRSS5	protein_coding
13297	ILMN_1739222	770746	ETV5	protein_coding
13298	ILMN_1739230	1770463	NA	NA
13299	ILMN_1739235	2260487	NA	NA
13300	ILMN_1739236	5820647	NA	NA
13301	ILMN_1739238	1230735	L1CAM	protein_coding
13302	ILMN_1739241	1500082	CHAC1	protein_coding
13303	ILMN_1739253	1740364	STAMBP	protein_coding
13304	ILMN_1739256	2650528	BAHD1	protein_coding
13305	ILMN_1739259	520706	NA	NA
13306	ILMN_1739263	4570437	NA	NA
13307	ILMN_1739274	4540725	PDHB	protein_coding
13308	ILMN_1739275	1110301	HTR3C	protein_coding
13309	ILMN_1739283	5390603	UPF2	protein_coding
13310	ILMN_1739297	7320717	NA	NA
13311	ILMN_1739318	6250356	NA	NA
13312	ILMN_1739325	4220241	NA	protein_coding
13313	ILMN_1739335	5860608	OST4	protein_coding
13314	ILMN_1739357	4390010	OPRM1	protein_coding
13315	ILMN_1739366	4070332	NA	NA
13316	ILMN_1739368	1010497	ZSCAN25	protein_coding
13317	ILMN_1739374	4900743	NKAIN1	protein_coding
13318	ILMN_1739375	380474	LACRT	protein_coding
13319	ILMN_1739384	6510468	USP35	protein_coding
13320	ILMN_1739386	4760739	NLRP13	protein_coding
13321	ILMN_1739393	4060600	NA	NA
13322	ILMN_1739400	4830136	PAX2	protein_coding
13323	ILMN_1739404	1470307	NA	NA
13324	ILMN_1739416	3360435	NKX1-1	protein_coding
13325	ILMN_1739421	1510037	NA	NA
13326	ILMN_1739428	2600747	NA	NA
13327	ILMN_1739429	6100494	HS6ST2	protein_coding
13328	ILMN_1739440	5820711	VPS16	protein_coding
13329	ILMN_1739454	3780138	NA	NA
13330	ILMN_1739483	2030288	TMEM255B	protein_coding
13331	ILMN_1739496	580431	PRRX1	protein_coding
13332	ILMN_1739497	6900215	GTF2H5	protein_coding
13333	ILMN_1739513	5670300	CASP14	protein_coding
13334	ILMN_1739521	1660037	NLGN1	protein_coding
13335	ILMN_1739532	4900154	NA	NA
13336	ILMN_1739541	4050554	NMI	protein_coding
13337	ILMN_1739558	3400619	CRELD1	protein_coding
13338	ILMN_1739559	430193	FAM187B	protein_coding
13339	ILMN_1739573	130386	TNRC6A	protein_coding
13340	ILMN_1739576	2940050	CYB5R2	protein_coding
13341	ILMN_1739582	2810673	HOXA9	protein_coding
13342	ILMN_1739583	3170707	ROCK1	protein_coding
13343	ILMN_1739586	6200053	FEZ2	protein_coding
13344	ILMN_1739587	3840561	UTY	protein_coding
13345	ILMN_1739594	1050253	NA	NA
13346	ILMN_1739601	7200725	MSI1	protein_coding
13347	ILMN_1739605	2470524	LYPD3	protein_coding
13348	ILMN_1739609	6560040	PRAMENP	transcribed_unprocessed_pseudogene
13349	ILMN_1739618	5080100	ZNF408	protein_coding
13350	ILMN_1739640	1740646	NA	NA
13351	ILMN_1739641	460039	NA	NA
13352	ILMN_1739645	6450669	ANLN	protein_coding
13353	ILMN_1739653	4050241	TAS2R7	protein_coding
13354	ILMN_1739659	6940445	ZDHHC6	protein_coding
13355	ILMN_1739667	460632	JAK3	protein_coding
13356	ILMN_1739674	1410291	PDE4DIP	protein_coding
13357	ILMN_1739683	2350477	LRRC6	protein_coding
13358	ILMN_1739685	1300086	PRAMEF20	protein_coding
13359	ILMN_1739690	4260128	NPFFR2	protein_coding
13360	ILMN_1739714	2850167	SCUBE1	protein_coding
13361	ILMN_1739719	6100746	NA	NA
13362	ILMN_1739734	4730050	CLTCL1	protein_coding
13363	ILMN_1739749	2510477	B3GALT6	protein_coding
13364	ILMN_1739751	7040647	SLC26A11	protein_coding
13365	ILMN_1739757	2120632	NA	NA
13366	ILMN_1739759	3130681	DKK3	protein_coding
13367	ILMN_1739763	1340553	NA	NA
13368	ILMN_1739770	6060452	NA	NA
13369	ILMN_1739792	4010753	RHOG	protein_coding
13370	ILMN_1739794	1780600	CD3E	protein_coding
13371	ILMN_1739805	130347	NA	NA
13372	ILMN_1739810	2690735	NA	NA
13373	ILMN_1739812	6650484	PRKCG	protein_coding
13374	ILMN_1739813	1070400	HYAL1	protein_coding
13375	ILMN_1739814	6590110	NA	NA
13376	ILMN_1739815	430682	NLRP12	protein_coding
13377	ILMN_1739821	3870110	EIF2S1	protein_coding
13378	ILMN_1739822	1850142	NA	unitary_pseudogene
13379	ILMN_1739840	5890364	LRRC8A	protein_coding
13380	ILMN_1739847	5050669	EIF3D	protein_coding
13381	ILMN_1739854	6180544	KATNBL1	protein_coding
13382	ILMN_1739855	2070504	CGB7	protein_coding
13383	ILMN_1739864	1510678	NA	NA
13384	ILMN_1739876	3840079	NA	NA
13385	ILMN_1739882	5390397	SDR9C7	protein_coding
13386	ILMN_1739914	670176	ZNF618	protein_coding
13387	ILMN_1739925	5310689	SLC28A1	protein_coding
13388	ILMN_1739942	3120292	FAM117B	protein_coding
13389	ILMN_1739943	1010397	SBNO1	protein_coding
13390	ILMN_1739946	1770703	NA	NA
13391	ILMN_1739956	6370563	MED14	protein_coding
13392	ILMN_1739967	780598	TBK1	protein_coding
13393	ILMN_1739985	5890739	NA	NA
13394	ILMN_1739987	4060192	KCNH2	protein_coding
13395	ILMN_1740005	3710296	SERPINF2	protein_coding
13396	ILMN_1740007	5270170	TMPRSS11E	protein_coding
13397	ILMN_1740010	7050626	PCNX1	protein_coding
13398	ILMN_1740015	7000369	CD14	protein_coding
13399	ILMN_1740024	5490753	NAALAD2	protein_coding
13400	ILMN_1740031	6330601	OR51D1	protein_coding
13401	ILMN_1740035	4760682	POU4F2	protein_coding
13402	ILMN_1740042	3800196	NA	NA
13403	ILMN_1740045	6200291	ESR2	protein_coding
13404	ILMN_1740048	5570307	MYOD1	protein_coding
13405	ILMN_1740052	6620484	SPEG	protein_coding
13406	ILMN_1740076	870021	SLC16A12	protein_coding
13407	ILMN_1740083	2470431	ORC4	protein_coding
13408	ILMN_1740088	5870246	MIRLET7BHG	lincRNA
13409	ILMN_1740094	430279	BEND4	protein_coding
13410	ILMN_1740104	2630647	NA	NA
13411	ILMN_1740117	6250240	FAM21C	protein_coding
13412	ILMN_1740146	6860603	GPR83	protein_coding
13413	ILMN_1740160	2260131	PLCG1	protein_coding
13414	ILMN_1740161	5560189	ANKRD26	protein_coding
13415	ILMN_1740169	5820193	TYRO3	protein_coding
13416	ILMN_1740170	940010	CHCHD10	protein_coding
13417	ILMN_1740171	670112	DUSP11	protein_coding
13418	ILMN_1740180	6100523	SNX3	protein_coding
13419	ILMN_1740181	70671	NA	NA
13420	ILMN_1740185	840014	TPMT	protein_coding
13421	ILMN_1740186	5340730	GHRHR	protein_coding
13422	ILMN_1740197	620523	ZNF234	protein_coding
13423	ILMN_1740213	5090706	ELOVL7	protein_coding
13424	ILMN_1740216	6840040	ERCC3	protein_coding
13425	ILMN_1740217	7050403	HACE1	protein_coding
13426	ILMN_1740231	460725	ELMO1	protein_coding
13427	ILMN_1740233	1070088	NA	NA
13428	ILMN_1740234	2260730	GSTO2	protein_coding
13429	ILMN_1740258	7560424	KRTAP20-2	protein_coding
13430	ILMN_1740263	2140468	P2RX3	protein_coding
13431	ILMN_1740265	4290050	ACOT7	protein_coding
13432	ILMN_1740269	4640386	WNT2B	protein_coding
13433	ILMN_1740276	6060661	CLDN9	protein_coding
13434	ILMN_1740291	4060056	POLQ	protein_coding
13435	ILMN_1740292	6110324	NA	NA
13436	ILMN_1740294	7040092	METAP1D	protein_coding
13437	ILMN_1740298	6650064	NA	NA
13438	ILMN_1740304	5810121	WDR70	protein_coding
13439	ILMN_1740305	10025	DLEC1	protein_coding
13440	ILMN_1740308	3290600	UNC80	protein_coding
13441	ILMN_1740319	1940274	IFI27L2	protein_coding
13442	ILMN_1740331	1940575	FOXK1	protein_coding
13443	ILMN_1740339	6580609	ZNF473	protein_coding
13444	ILMN_1740345	3360280	THYN1	protein_coding
13445	ILMN_1740351	2940196	IST1	protein_coding
13446	ILMN_1740380	1820392	THAP4	protein_coding
13447	ILMN_1740383	6580021	NRL	protein_coding
13448	ILMN_1740384	2190392	CDC25B	protein_coding
13449	ILMN_1740385	1070376	CEP164	protein_coding
13450	ILMN_1740389	1780056	TRIM35	protein_coding
13451	ILMN_1740395	7560328	NA	NA
13452	ILMN_1740402	460066	HAO2	protein_coding
13453	ILMN_1740407	4250328	CHSY3	protein_coding
13454	ILMN_1740409	130491	OR8G5	protein_coding
13455	ILMN_1740413	870463	USP51	protein_coding
13456	ILMN_1740415	1240746	WFDC3	protein_coding
13457	ILMN_1740418	2900725	CYP27B1	protein_coding
13458	ILMN_1740419	3890059	CATSPER4	protein_coding
13459	ILMN_1740426	2710735	RASD1	protein_coding
13460	ILMN_1740429	4920767	FTLP3	processed_pseudogene
13461	ILMN_1740430	2070243	ZBTB46	protein_coding
13462	ILMN_1740436	2640167	NA	NA
13463	ILMN_1740441	4260010	CYB5R3	protein_coding
13464	ILMN_1740443	5080138	NA	unprocessed_pseudogene
13465	ILMN_1740450	1400333	NA	NA
13466	ILMN_1740463	70446	C2orf70	protein_coding
13467	ILMN_1740466	3940133	FAM46A	protein_coding
13468	ILMN_1740479	3710091	FABP2	protein_coding
13469	ILMN_1740487	4250048	CMTM7	protein_coding
13470	ILMN_1740490	2470142	ZFP82	protein_coding
13471	ILMN_1740493	7610598	TRAF5	protein_coding
13472	ILMN_1740494	4730079	NA	NA
13473	ILMN_1740500	610521	TSPYL4	protein_coding
13474	ILMN_1740502	1450241	NA	NA
13475	ILMN_1740505	290358	SGMS1	protein_coding
13476	ILMN_1740508	7210367	KCNMA1	protein_coding
13477	ILMN_1740524	5910192	NEU3	protein_coding
13478	ILMN_1740528	2030747	ASB15	protein_coding
13479	ILMN_1740538	2600193	SYNRG	protein_coding
13480	ILMN_1740549	6220240	NA	NA
13481	ILMN_1740555	3440253	NA	NA
13482	ILMN_1740559	780100	F7	protein_coding
13483	ILMN_1740571	6040546	NA	NA
13484	ILMN_1740572	5670100	TCN2	protein_coding
13485	ILMN_1740576	4780706	NA	NA
13486	ILMN_1740586	4860152	PLA2G2A	protein_coding
13487	ILMN_1740590	380427	AIM1L	protein_coding
13488	ILMN_1740597	1090333	CDKN2D	protein_coding
13489	ILMN_1740601	6660364	NA	NA
13490	ILMN_1740604	1260193	NA	NA
13491	ILMN_1740606	4560747	RTKN2	protein_coding
13492	ILMN_1740609	380600	NA	NA
13493	ILMN_1740620	3450369	GOLGA6L17P	transcribed_unprocessed_pseudogene
13494	ILMN_1740622	4010402	TRPM3	protein_coding
13495	ILMN_1740623	4180348	PCDH8	protein_coding
13496	ILMN_1740627	3190598	TIAM2	protein_coding
13497	ILMN_1740633	4670193	PRF1	protein_coding
13498	ILMN_1740644	2030021	NA	unprocessed_pseudogene
13499	ILMN_1740648	4280196	NA	NA
13500	ILMN_1740650	5690332	KCNQ4	protein_coding
13501	ILMN_1740655	1570356	GRIN2D	protein_coding
13502	ILMN_1740671	6660129	ATOH1	protein_coding
13503	ILMN_1740675	6020242	ACAN	protein_coding
13504	ILMN_1740676	2370440	NA	NA
13505	ILMN_1740696	4200544	NA	protein_coding
13506	ILMN_1740706	1690403	NA	NA
13507	ILMN_1740711	2650634	ZDBF2	protein_coding
13508	ILMN_1740724	2710356	NA	processed_pseudogene
13509	ILMN_1740728	5360242	SMTNL2	protein_coding
13510	ILMN_1740737	1500129	NA	NA
13511	ILMN_1740744	2570603	PRAME	protein_coding
13512	ILMN_1740749	6130079	RPL7A	protein_coding
13513	ILMN_1740752	3870022	NA	NA
13514	ILMN_1740759	6270722	MAMDC4	protein_coding
13515	ILMN_1740762	450368	GRB7	protein_coding
13516	ILMN_1740764	1230441	CHD3	protein_coding
13517	ILMN_1740770	2650347	GON4L	protein_coding
13518	ILMN_1740772	4120279	APBB3	protein_coding
13519	ILMN_1740776	3460360	OR5B12	protein_coding
13520	ILMN_1740784	4730735	THEMIS3P	unitary_pseudogene
13521	ILMN_1740813	5810255	NA	NA
13522	ILMN_1740816	70392	OR4C11	protein_coding
13523	ILMN_1740818	2190605	NA	NA
13524	ILMN_1740819	4210750	STARD7	protein_coding
13525	ILMN_1740837	4290594	CERKL	protein_coding
13526	ILMN_1740842	4880554	NA	NA
13527	ILMN_1740857	6660528	PCDHB15	protein_coding
13528	ILMN_1740864	7380180	TREML2	protein_coding
13529	ILMN_1740871	5050653	FGF5	protein_coding
13530	ILMN_1740875	4150543	NA	NA
13531	ILMN_1740878	2480356	NA	NA
13532	ILMN_1740883	5220546	NOXRED1	protein_coding
13533	ILMN_1740900	990075	BMP4	protein_coding
13534	ILMN_1740903	7150259	NA	NA
13535	ILMN_1740915	6660521	SPATA3	protein_coding
13536	ILMN_1740917	1660079	SCNN1B	protein_coding
13537	ILMN_1740920	3610136	ACADSB	protein_coding
13538	ILMN_1740923	2070315	SLC52A3	protein_coding
13539	ILMN_1740927	1240487	LYRM4	protein_coding
13540	ILMN_1740938	730414	APOE	protein_coding
13541	ILMN_1740942	270064	LINC01060	lincRNA
13542	ILMN_1740957	1710768	NVL	protein_coding
13543	ILMN_1740972	3840280	NA	NA
13544	ILMN_1740976	5560445	NONO	protein_coding
13545	ILMN_1740990	5820070	GPX6	protein_coding
13546	ILMN_1740996	4730497	NA	NA
13547	ILMN_1741003	1070451	ANXA5	protein_coding
13548	ILMN_1741005	580521	TRMT10A	protein_coding
13549	ILMN_1741007	2690088	NA	NA
13550	ILMN_1741021	1770593	CH25H	protein_coding
13551	ILMN_1741027	4670112	NA	NA
13552	ILMN_1741032	4540273	HERC3	protein_coding
13553	ILMN_1741049	6270008	NA	NA
13554	ILMN_1741054	5050040	SLC5A6	protein_coding
13555	ILMN_1741055	5820131	NUP210L	protein_coding
13556	ILMN_1741056	6760487	TET1	protein_coding
13557	ILMN_1741059	4730612	NA	NA
13558	ILMN_1741092	1770192	NA	NA
13559	ILMN_1741095	2120041	PLEKHM1P1	transcribed_unprocessed_pseudogene
13560	ILMN_1741096	2360630	FDFT1	protein_coding
13561	ILMN_1741115	3460408	ATP1B3	protein_coding
13562	ILMN_1741131	7650639	CHRNB1	protein_coding
13563	ILMN_1741133	1820504	NA	NA
13564	ILMN_1741134	3190458	WDR89	protein_coding
13565	ILMN_1741143	1190138	TXK	protein_coding
13566	ILMN_1741155	3180377	ZNF41	protein_coding
13567	ILMN_1741156	1580619	NA	NA
13568	ILMN_1741159	1470215	MAP3K8	protein_coding
13569	ILMN_1741165	780465	SLC11A1	protein_coding
13570	ILMN_1741168	7160725	SPRY4	protein_coding
13571	ILMN_1741171	110711	TM2D2	protein_coding
13572	ILMN_1741175	4860180	RAB11FIP2	protein_coding
13573	ILMN_1741176	6250121	CHMP2B	protein_coding
13574	ILMN_1741180	3840370	HEXDC	protein_coding
13575	ILMN_1741200	2650370	NA	NA
13576	ILMN_1741204	2810364	NA	NA
13577	ILMN_1741214	1510382	NXPH4	protein_coding
13578	ILMN_1741219	6940397	RRAGB	protein_coding
13579	ILMN_1741224	2640300	GPR137C	protein_coding
13580	ILMN_1741244	4490332	RBM33	protein_coding
13581	ILMN_1741253	1850437	UBR5	protein_coding
13582	ILMN_1741260	3140731	MDN1	protein_coding
13583	ILMN_1741264	5690328	MRPS33	protein_coding
13584	ILMN_1741265	4280440	CRYBA2	protein_coding
13585	ILMN_1741281	2600296	RNF175	protein_coding
13586	ILMN_1741288	2100544	ZNF136	protein_coding
13587	ILMN_1741295	4890192	PRR14L	protein_coding
13588	ILMN_1741300	770537	ZNF407	protein_coding
13589	ILMN_1741313	3870411	ZNF782	protein_coding
13590	ILMN_1741331	6220221	AP5M1	protein_coding
13591	ILMN_1741334	5550608	NA	NA
13592	ILMN_1741339	3610408	ADH5P2	processed_pseudogene
13593	ILMN_1741346	6290735	EPHB3	protein_coding
13594	ILMN_1741350	4640242	CEP70	protein_coding
13595	ILMN_1741356	1770224	NA	NA
13596	ILMN_1741371	270129	TMEM8A	protein_coding
13597	ILMN_1741389	1470132	NA	NA
13598	ILMN_1741392	6220161	SLC25A20	protein_coding
13599	ILMN_1741398	4810220	TTI1	protein_coding
13600	ILMN_1741404	7510377	NA	NA
13601	ILMN_1741406	3120053	HOOK1	protein_coding
13602	ILMN_1741422	3870497	FUT8	protein_coding
13603	ILMN_1741430	2490541	NA	NA
13604	ILMN_1741431	4230307	AOC2	protein_coding
13605	ILMN_1741440	6510204	SLC35A1	protein_coding
13606	ILMN_1741455	4830010	USP30	protein_coding
13607	ILMN_1741459	1850309	CDK10	protein_coding
13608	ILMN_1741462	5090592	FAHD1	protein_coding
13609	ILMN_1741464	3440241	NA	NA
13610	ILMN_1741465	7400768	PTPRH	protein_coding
13611	ILMN_1741475	1240592	NA	NA
13612	ILMN_1741477	1030289	SMAD4	protein_coding
13613	ILMN_1741483	1570139	HPS1	protein_coding
13614	ILMN_1741502	540722	NA	NA
13615	ILMN_1741506	3450086	NA	NA
13616	ILMN_1741507	2690228	NA	transcribed_unprocessed_pseudogene
13617	ILMN_1741521	7050524	NA	NA
13618	ILMN_1741544	3170341	KRT38	protein_coding
13619	ILMN_1741556	2760605	MTMR1	protein_coding
13620	ILMN_1741557	610477	NA	NA
13621	ILMN_1741563	3610349	RSPH6A	protein_coding
13622	ILMN_1741566	3170100	BMP7	protein_coding
13623	ILMN_1741572	6550053	AKAP8	protein_coding
13624	ILMN_1741585	1780152	SFMBT1	protein_coding
13625	ILMN_1741592	6650364	SLC27A6	protein_coding
13626	ILMN_1741594	2900768	NA	NA
13627	ILMN_1741600	1470544	PFKFB1	protein_coding
13628	ILMN_1741603	4850450	BRINP1	protein_coding
13629	ILMN_1741613	2680487	SERINC1	protein_coding
13630	ILMN_1741617	510139	SCRT1	protein_coding
13631	ILMN_1741621	2370195	MIR4453	lincRNA
13632	ILMN_1741628	1990288	ABL2	protein_coding
13633	ILMN_1741632	3460161	RAB3IL1	protein_coding
13634	ILMN_1741640	5550240	ZNF675	protein_coding
13635	ILMN_1741648	6860189	HLA-DQB2	protein_coding
13636	ILMN_1741649	1340035	NA	NA
13637	ILMN_1741662	670441	NA	NA
13638	ILMN_1741668	5270528	NA	NA
13639	ILMN_1741674	5260307	PPP1R9A	protein_coding
13640	ILMN_1741684	70433	SMPD1	protein_coding
13641	ILMN_1741688	5890139	CPXM2	protein_coding
13642	ILMN_1741689	6220463	OPRL1	protein_coding
13643	ILMN_1741692	6900541	FOXL1	protein_coding
13644	ILMN_1741695	4850129	COL12A1	protein_coding
13645	ILMN_1741698	2970070	OPCML	protein_coding
13646	ILMN_1741701	7000445	ZNF98	protein_coding
13647	ILMN_1741705	7050129	NA	NA
13648	ILMN_1741711	1450451	DOPEY2	protein_coding
13649	ILMN_1741712	4010750	MS4A4A	protein_coding
13650	ILMN_1741719	2680593	NA	NA
13651	ILMN_1741727	5570139	QPCT	protein_coding
13652	ILMN_1741736	1300037	NA	NA
13653	ILMN_1741755	2370747	TRIM29	protein_coding
13654	ILMN_1741768	6980470	TMPRSS3	protein_coding
13655	ILMN_1741780	4210347	NA	NA
13656	ILMN_1741782	1230333	SS18	protein_coding
13657	ILMN_1741801	4900044	CDC7	protein_coding
13658	ILMN_1741812	6220338	NA	NA
13659	ILMN_1741841	1470068	KIAA1429	protein_coding
13660	ILMN_1741843	770138	RD3	protein_coding
13661	ILMN_1741847	150180	NA	NA
13662	ILMN_1741862	3060204	TTPA	protein_coding
13663	ILMN_1741869	7040148	WDR47	protein_coding
13664	ILMN_1741872	650368	OR2M1P	unprocessed_pseudogene
13665	ILMN_1741881	7570022	C9orf72	protein_coding
13666	ILMN_1741908	2940475	NA	NA
13667	ILMN_1741917	150762	OSCAR	protein_coding
13668	ILMN_1741924	6590500	NA	NA
13669	ILMN_1741939	2680494	OR9Q1	protein_coding
13670	ILMN_1741942	7040315	NA	NA
13671	ILMN_1741944	5360341	NA	NA
13672	ILMN_1741954	540452	SMYD3	protein_coding
13673	ILMN_1741957	460519	RABEPK	protein_coding
13674	ILMN_1741960	6350521	DGKG	protein_coding
13675	ILMN_1741970	2570551	JUP	protein_coding
13676	ILMN_1741971	6580524	KIAA1161	protein_coding
13677	ILMN_1741976	6280053	SMARCAD1	protein_coding
13678	ILMN_1741985	3800243	BBS10	protein_coding
13679	ILMN_1741992	290411	LINC00474	lincRNA
13680	ILMN_1741994	3440605	L3MBTL3	protein_coding
13681	ILMN_1741997	3940735	SNRPC	protein_coding
13682	ILMN_1742001	2190019	NA	NA
13683	ILMN_1742003	6590709	RHPN1	protein_coding
13684	ILMN_1742008	6330075	FAM66C	antisense
13685	ILMN_1742009	6290075	C3orf30	protein_coding
13686	ILMN_1742018	6760603	SRGAP2C	protein_coding
13687	ILMN_1742025	2680072	OLFM1	protein_coding
13688	ILMN_1742026	2000451	PYHIN1	protein_coding
13689	ILMN_1742031	4200152	IFRD2	protein_coding
13690	ILMN_1742032	6420528	NA	NA
13691	ILMN_1742040	6840768	GDPD4	protein_coding
13692	ILMN_1742044	1070603	GNAI1	protein_coding
13693	ILMN_1742046	50068	NA	NA
13694	ILMN_1742052	1230156	SERPINB9	protein_coding
13695	ILMN_1742054	2070356	RP1L1	protein_coding
13696	ILMN_1742064	3610736	SRA1	protein_coding
13697	ILMN_1742069	6280093	ZSWIM5	protein_coding
13698	ILMN_1742073	610592	ADCY1	protein_coding
13699	ILMN_1742074	2140403	C8orf76	protein_coding
13700	ILMN_1742089	430209	NLN	protein_coding
13701	ILMN_1742097	6620189	SSX9	transcribed_unprocessed_pseudogene
13702	ILMN_1742109	4150070	DNAJC19	protein_coding
13703	ILMN_1742118	1340382	NA	NA
13704	ILMN_1742123	2350398	NA	NA
13705	ILMN_1742131	3120747	CPNE7	protein_coding
13706	ILMN_1742135	5090196	SPAG16	protein_coding
13707	ILMN_1742143	4890259	NA	NA
13708	ILMN_1742147	5700324	UBL4A	protein_coding
13709	ILMN_1742151	1850706	NRG2	protein_coding
13710	ILMN_1742166	670554	GRWD1	protein_coding
13711	ILMN_1742179	1300475	FNDC7	protein_coding
13712	ILMN_1742187	630014	MAN1A1	protein_coding
13713	ILMN_1742197	4210563	PIKFYVE	protein_coding
13714	ILMN_1742203	3930735	NA	NA
