Probe	ProbeID	gennames	biotype_gene
13715	ILMN_1742218	2450307	PITX2	protein_coding
13716	ILMN_1742224	1570291	NA	NA
13717	ILMN_1742230	940288	BAZ1A	protein_coding
13718	ILMN_1742238	4230224	SET	protein_coding
13719	ILMN_1742250	2570544	CCNH	protein_coding
13720	ILMN_1742256	3180056	NA	NA
13721	ILMN_1742260	3990674	SSFA2	protein_coding
13722	ILMN_1742262	4180400	CEP131	protein_coding
13723	ILMN_1742269	4040168	NA	NA
13724	ILMN_1742272	780768	REN	protein_coding
13725	ILMN_1742276	2030327	RBM48	protein_coding
13726	ILMN_1742288	5870255	ZNF620	protein_coding
13727	ILMN_1742307	4290626	MEST	protein_coding
13728	ILMN_1742318	2370445	RNF121	protein_coding
13729	ILMN_1742324	4780349	SUCO	protein_coding
13730	ILMN_1742328	5390446	IFNA14	protein_coding
13731	ILMN_1742330	6330438	PLXNB1	protein_coding
13732	ILMN_1742332	5560500	KCTD12	protein_coding
13733	ILMN_1742345	7320639	NBPF11	protein_coding
13734	ILMN_1742357	830202	NA	NA
13735	ILMN_1742358	4200400	CA14	protein_coding
13736	ILMN_1742362	1400630	TBX5	protein_coding
13737	ILMN_1742379	4210463	IFT122	protein_coding
13738	ILMN_1742380	3390564	SPICE1	protein_coding
13739	ILMN_1742381	1410047	NA	NA
13740	ILMN_1742382	4040189	RIMS3	protein_coding
13741	ILMN_1742390	4230348	FRMD1	protein_coding
13742	ILMN_1742400	5340553	CEP350	protein_coding
13743	ILMN_1742410	4290411	NA	NA
13744	ILMN_1742427	1090687	POLR1D	protein_coding
13745	ILMN_1742431	6900520	TCP11L2	protein_coding
13746	ILMN_1742432	6940408	NELFB	protein_coding
13747	ILMN_1742441	6860201	GSTTP1	transcribed_unprocessed_pseudogene
13748	ILMN_1742444	3890154	UGT2B10	protein_coding
13749	ILMN_1742450	2650082	TAPBP	protein_coding
13750	ILMN_1742455	5690091	PRR20FP	unprocessed_pseudogene
13751	ILMN_1742456	6380463	OSTF1	protein_coding
13752	ILMN_1742461	3460187	UAP1	protein_coding
13753	ILMN_1742467	2140561	PTCHD4	protein_coding
13754	ILMN_1742468	4920452	TRIM64C	protein_coding
13755	ILMN_1742473	1110201	NA	NA
13756	ILMN_1742520	6270528	NA	NA
13757	ILMN_1742521	940039	GRB2	protein_coding
13758	ILMN_1742524	4640243	NA	NA
13759	ILMN_1742534	270706	COL4A5	protein_coding
13760	ILMN_1742538	2900341	NA	NA
13761	ILMN_1742541	4220161	ZNF518A	protein_coding
13762	ILMN_1742544	4040162	NA	NA
13763	ILMN_1742547	4200435	NRP1	protein_coding
13764	ILMN_1742548	7200386	GFI1B	protein_coding
13765	ILMN_1742549	60471	NA	NA
13766	ILMN_1742564	4210273	MLNR	protein_coding
13767	ILMN_1742569	1660451	MTPAP	protein_coding
13768	ILMN_1742577	1090437	GTPBP4	protein_coding
13769	ILMN_1742578	6110204	NA	NA
13770	ILMN_1742586	1050433	NA	NA
13771	ILMN_1742600	630440	NA	NA
13772	ILMN_1742601	3940356	CR1	protein_coding
13773	ILMN_1742604	6100458	FRA10AC1	protein_coding
13774	ILMN_1742607	5270594	FAR2P1	transcribed_unprocessed_pseudogene
13775	ILMN_1742611	990167	C1orf52	protein_coding
13776	ILMN_1742618	450189	NA	NA
13777	ILMN_1742677	4280592	HOXB13	protein_coding
13778	ILMN_1742679	7330386	NA	NA
13779	ILMN_1742699	3290408	HMGA1	protein_coding
13780	ILMN_1742704	5490133	GNAO1	protein_coding
13781	ILMN_1742705	2470609	SLC39A11	protein_coding
13782	ILMN_1742725	2260592	NA	NA
13783	ILMN_1742731	4860195	SLC35A2	protein_coding
13784	ILMN_1742738	6250619	LURAP1	protein_coding
13785	ILMN_1742753	2690201	OR8D1	protein_coding
13786	ILMN_1742764	7400445	UPP1	protein_coding
13787	ILMN_1742775	3440379	ZNRF1	protein_coding
13788	ILMN_1742779	4060468	CENPL	protein_coding
13789	ILMN_1742781	2100673	KIRREL	protein_coding
13790	ILMN_1742782	4280546	GPANK1	protein_coding
13791	ILMN_1742787	2360324	BHLHE23	protein_coding
13792	ILMN_1742788	7200747	PKD1L2	polymorphic_pseudogene
13793	ILMN_1742790	5220465	NA	NA
13794	ILMN_1742798	2490181	TRA2B	protein_coding
13795	ILMN_1742808	1400747	SF1	protein_coding
13796	ILMN_1742813	3850224	TMEM167A	protein_coding
13797	ILMN_1742824	1570300	NA	NA
13798	ILMN_1742827	2350215	EXOC4	protein_coding
13799	ILMN_1742833	520703	NA	processed_pseudogene
13800	ILMN_1742837	2140220	NA	NA
13801	ILMN_1742840	650113	COL2A1	protein_coding
13802	ILMN_1742843	5420551	HSBP1P2	processed_pseudogene
13803	ILMN_1742846	5340605	DIRAS2	protein_coding
13804	ILMN_1742854	2070577	KAT14	protein_coding
13805	ILMN_1742859	5570059	ACSS2	protein_coding
13806	ILMN_1742866	4570398	F2R	protein_coding
13807	ILMN_1742867	5720209	NA	lincRNA
13808	ILMN_1742872	4290632	UBA2	protein_coding
13809	ILMN_1742881	6270327	NA	NA
13810	ILMN_1742887	1980600	NA	NA
13811	ILMN_1742889	1110440	NA	NA
13812	ILMN_1742903	270239	NA	NA
13813	ILMN_1742917	2480180	NA	NA
13814	ILMN_1742923	2480156	ZNF584	protein_coding
13815	ILMN_1742929	7550242	HESX1	protein_coding
13816	ILMN_1742935	4120008	ZNF33B	protein_coding
13817	ILMN_1742947	7380192	NA	NA
13818	ILMN_1742958	7380762	UBE2C	protein_coding
13819	ILMN_1742962	1230259	CLEC6A	protein_coding
13820	ILMN_1742967	730546	LINC00602	lincRNA
13821	ILMN_1742968	5130220	NMNAT2	protein_coding
13822	ILMN_1742976	6940427	ZFP30	protein_coding
13823	ILMN_1742981	4490577	TUBA1A	protein_coding
13824	ILMN_1742993	2360372	PDX1	protein_coding
13825	ILMN_1743017	4060189	PRDM16	protein_coding
13826	ILMN_1743021	6550382	CAMKK2	protein_coding
13827	ILMN_1743032	6330484	CTSS	protein_coding
13828	ILMN_1743034	5490743	NA	NA
13829	ILMN_1743040	7650687	SBF2-AS1	antisense
13830	ILMN_1743046	5260270	SERPINA13P	transcribed_unprocessed_pseudogene
13831	ILMN_1743049	2710475	PWP1	protein_coding
13832	ILMN_1743065	6420349	HACD3	protein_coding
13833	ILMN_1743067	3780280	NA	NA
13834	ILMN_1743078	4880477	MTND5P10	processed_pseudogene
13835	ILMN_1743086	6020022	NA	NA
13836	ILMN_1743095	4260615	CCDC151	protein_coding
13837	ILMN_1743097	430100	XRCC6	protein_coding
13838	ILMN_1743103	3460451	SH3PXD2A	protein_coding
13839	ILMN_1743104	1710639	NA	NA
13840	ILMN_1743111	2000309	GLYATL3	protein_coding
13841	ILMN_1743130	2680411	PTGFRN	protein_coding
13842	ILMN_1743131	6770082	NA	NA
13843	ILMN_1743142	6510187	NA	NA
13844	ILMN_1743145	2260731	NA	NA
13845	ILMN_1743175	630576	PTPRT	protein_coding
13846	ILMN_1743187	5560703	PHF10	protein_coding
13847	ILMN_1743194	5420195	EEA1	protein_coding
13848	ILMN_1743203	1470541	NA	NA
13849	ILMN_1743204	4890041	DUSP8	protein_coding
13850	ILMN_1743207	7000239	TUBB4BP5	processed_pseudogene
13851	ILMN_1743208	1690735	NEDD1	protein_coding
13852	ILMN_1743217	3870358	NA	NA
13853	ILMN_1743226	6590653	OR52I1	protein_coding
13854	ILMN_1743232	870670	MICALCL	protein_coding
13855	ILMN_1743241	7560615	ARL4A	protein_coding
13856	ILMN_1743246	730706	NA	NA
13857	ILMN_1743256	3850543	NA	NA
13858	ILMN_1743262	7610215	NA	processed_transcript
13859	ILMN_1743275	4050441	SH3RF3	protein_coding
13860	ILMN_1743290	1050292	GP9	protein_coding
13861	ILMN_1743296	2900592	NA	NA
13862	ILMN_1743299	1090288	PEX2	protein_coding
13863	ILMN_1743301	4060132	MSR1	protein_coding
13864	ILMN_1743303	7210075	NA	NA
13865	ILMN_1743316	5890605	FAM109A	protein_coding
13866	ILMN_1743324	5670500	HELLS	protein_coding
13867	ILMN_1743329	6280639	RRH	protein_coding
13868	ILMN_1743331	3800722	ADIG	protein_coding
13869	ILMN_1743340	2630369	CHST14	protein_coding
13870	ILMN_1743345	1470474	ARMCX4	protein_coding
13871	ILMN_1743347	5570041	AKT2	protein_coding
13872	ILMN_1743352	4200386	TBCC	protein_coding
13873	ILMN_1743356	3180192	NA	NA
13874	ILMN_1743357	4780544	XPNPEP2	protein_coding
13875	ILMN_1743358	610468	PAK3	protein_coding
13876	ILMN_1743361	1710703	PTGER3	protein_coding
13877	ILMN_1743362	1440735	NA	NA
13878	ILMN_1743367	620255	NA	NA
13879	ILMN_1743371	620113	ABHD1	protein_coding
13880	ILMN_1743373	4050687	DLL1	protein_coding
13881	ILMN_1743394	2900088	HNF4G	protein_coding
13882	ILMN_1743395	3130678	LTF	protein_coding
13883	ILMN_1743397	5080647	NA	NA
13884	ILMN_1743402	20653	SIX4	protein_coding
13885	ILMN_1743412	630497	SIAE	protein_coding
13886	ILMN_1743427	2030068	NA	NA
13887	ILMN_1743432	430242	NA	NA
13888	ILMN_1743445	5390463	FAM107A	protein_coding
13889	ILMN_1743456	2710402	ZCCHC14	protein_coding
13890	ILMN_1743465	6900070	NA	NA
13891	ILMN_1743476	840195	NA	NA
13892	ILMN_1743499	7200356	NA	NA
13893	ILMN_1743505	6520537	NA	NA
13894	ILMN_1743506	7100681	CCDC137	protein_coding
13895	ILMN_1743526	3170114	NA	lincRNA
13896	ILMN_1743535	1500475	PIKFYVE	protein_coding
13897	ILMN_1743537	5390300	NA	NA
13898	ILMN_1743538	3890170	MLLT10	protein_coding
13899	ILMN_1743570	1850139	CEACAM3	protein_coding
13900	ILMN_1743579	4890240	WDR4	protein_coding
13901	ILMN_1743582	1660674	NA	NA
13902	ILMN_1743583	6650575	MADD	protein_coding
13903	ILMN_1743592	6840259	NA	NA
13904	ILMN_1743594	5560088	UBXN7	protein_coding
13905	ILMN_1743606	7560307	NA	sense_overlapping
13906	ILMN_1743619	2100129	NA	NA
13907	ILMN_1743621	1070368	NA	NA
13908	ILMN_1743635	50128	ALG14	protein_coding
13909	ILMN_1743638	4290020	ABCG1	protein_coding
13910	ILMN_1743643	5700132	ZXDC	protein_coding
13911	ILMN_1743646	2320356	VASP	protein_coding
13912	ILMN_1743654	60626	OR2A25	protein_coding
13913	ILMN_1743655	5390202	TMED9	protein_coding
13914	ILMN_1743660	2350072	NA	NA
13915	ILMN_1743662	5910274	NA	NA
13916	ILMN_1743673	4200356	NA	NA
13917	ILMN_1743677	4250112	HNRNPU	protein_coding
13918	ILMN_1743680	1300300	ACOXL	protein_coding
13919	ILMN_1743714	3840678	CARD10	protein_coding
13920	ILMN_1743715	1980458	NA	NA
13921	ILMN_1743724	4010068	NA	NA
13922	ILMN_1743753	7040706	IFT81	protein_coding
13923	ILMN_1743755	5820634	C6orf226	protein_coding
13924	ILMN_1743763	6420180	TJAP1	protein_coding
13925	ILMN_1743767	5810767	NA	NA
13926	ILMN_1743770	1710754	SLC25A14	protein_coding
13927	ILMN_1743783	5550187	NA	NA
13928	ILMN_1743784	3420433	SHMT1	protein_coding
13929	ILMN_1743785	4010537	NA	NA
13930	ILMN_1743806	1110243	MIF4GD	protein_coding
13931	ILMN_1743829	1090400	ATXN2	protein_coding
13932	ILMN_1743836	3990403	MXRA7	protein_coding
13933	ILMN_1743847	4850215	ACAP3	protein_coding
13934	ILMN_1743857	50482	IL12A-AS1	antisense
13935	ILMN_1743890	1850376	CENPF	protein_coding
13936	ILMN_1743898	4260709	FBXO17	protein_coding
13937	ILMN_1743910	7000553	PANK4	protein_coding
13938	ILMN_1743911	650634	SLC25A39	protein_coding
13939	ILMN_1743933	5870424	TSHZ3	protein_coding
13940	ILMN_1743939	130731	C5orf24	protein_coding
13941	ILMN_1743950	6020605	IGFL1	protein_coding
13942	ILMN_1743966	5960471	NA	NA
13943	ILMN_1743987	7320497	TRPM2	protein_coding
13944	ILMN_1743992	3800553	DCP1B	protein_coding
13945	ILMN_1743995	6940735	NA	NA
13946	ILMN_1744003	580152	SLC44A5	protein_coding
13947	ILMN_1744006	2970050	GFOD2	protein_coding
13948	ILMN_1744023	6400639	NA	NA
13949	ILMN_1744033	1820367	NA	NA
13950	ILMN_1744034	2030551	GPR27	protein_coding
13951	ILMN_1744035	4860332	PPP6R2	protein_coding
13952	ILMN_1744045	20619	TDRD12	protein_coding
13953	ILMN_1744046	5270181	DIAPH2	protein_coding
13954	ILMN_1744050	1470528	ASB7	protein_coding
13955	ILMN_1744056	1340577	TAAR1	protein_coding
13956	ILMN_1744068	3440500	ELP3	protein_coding
13957	ILMN_1744089	5260661	C1orf127	protein_coding
13958	ILMN_1744094	4260035	NA	NA
13959	ILMN_1744113	5050370	NA	NA
13960	ILMN_1744118	10703	ASTN2	protein_coding
13961	ILMN_1744126	70594	ING4	protein_coding
13962	ILMN_1744138	5220504	CHCHD7	protein_coding
13963	ILMN_1744146	7160722	NA	NA
13964	ILMN_1744147	4010131	NA	NA
13965	ILMN_1744191	5550440	SLC6A1	protein_coding
13966	ILMN_1744200	5490754	SRMS	protein_coding
13967	ILMN_1744210	360424	SDHA	protein_coding
13968	ILMN_1744211	3360064	PLA2G4F	protein_coding
13969	ILMN_1744212	3130609	INPP5D	protein_coding
13970	ILMN_1744217	3780390	HTR7	protein_coding
13971	ILMN_1744220	2230632	KLF17	protein_coding
13972	ILMN_1744235	2850653	NA	NA
13973	ILMN_1744239	1690746	FEM1B	protein_coding
13974	ILMN_1744240	6040554	TBC1D31	protein_coding
13975	ILMN_1744244	2680176	DPAGT1	protein_coding
13976	ILMN_1744251	1780088	TBXA2R	protein_coding
13977	ILMN_1744267	6960719	PSEN1	protein_coding
13978	ILMN_1744268	1050500	PLEC	protein_coding
13979	ILMN_1744275	1300689	NA	NA
13980	ILMN_1744293	2760598	CDHR5	protein_coding
13981	ILMN_1744295	5550671	NA	NA
13982	ILMN_1744299	6650202	ADGRF1	protein_coding
13983	ILMN_1744308	2450286	NA	NA
13984	ILMN_1744316	6020368	TATDN3	protein_coding
13985	ILMN_1744360	4050484	ZDHHC11B	protein_coding
13986	ILMN_1744381	770408	SERPINE1	protein_coding
13987	ILMN_1744382	3930706	PSPC1P1	unprocessed_pseudogene
13988	ILMN_1744383	2060296	KRTAP5-4	protein_coding
13989	ILMN_1744387	6960259	KCNIP1	protein_coding
13990	ILMN_1744395	7210368	NA	NA
13991	ILMN_1744398	6960692	ZSCAN10	protein_coding
13992	ILMN_1744403	1260669	KCNIP3	protein_coding
13993	ILMN_1744426	6860064	NA	NA
13994	ILMN_1744428	4250274	OR2C1	protein_coding
13995	ILMN_1744432	5270445	NA	NA
13996	ILMN_1744441	2490484	CREB5	protein_coding
13997	ILMN_1744442	2370504	TTPAL	protein_coding
13998	ILMN_1744445	990132	NA	NA
13999	ILMN_1744458	1230152	CYP2W1	protein_coding
14000	ILMN_1744471	4120600	NA	NA
14001	ILMN_1744487	7320204	NA	NA
14002	ILMN_1744497	7320553	NA	NA
14003	ILMN_1744500	460528	ICMT	protein_coding
14004	ILMN_1744508	2650019	NA	NA
14005	ILMN_1744517	6110392	GNS	protein_coding
14006	ILMN_1744534	10435	NA	NA
14007	ILMN_1744538	4670075	NA	NA
14008	ILMN_1744545	3830463	ZNRF4	protein_coding
14009	ILMN_1744560	4150170	ULK1	protein_coding
14010	ILMN_1744574	450341	TRUB1	protein_coding
14011	ILMN_1744578	4210246	NA	NA
14012	ILMN_1744581	5490286	FAM201A	antisense
14013	ILMN_1744614	3120187	PLEKHG6	protein_coding
14014	ILMN_1744618	6940131	NA	NA
14015	ILMN_1744621	3610546	DNHD1	protein_coding
14016	ILMN_1744623	5290072	SPDYE3	protein_coding
14017	ILMN_1744628	5090053	NA	NA
14018	ILMN_1744635	4920131	IGDCC3	protein_coding
14019	ILMN_1744647	240162	CAND1	protein_coding
14020	ILMN_1744649	510315	PSMB5	protein_coding
14021	ILMN_1744656	5900608	PAGE5	protein_coding
14022	ILMN_1744665	7570068	NA	NA
14023	ILMN_1744676	4540646	RNF112	protein_coding
14024	ILMN_1744693	4210593	NA	NA
14025	ILMN_1744709	6510215	NA	NA
14026	ILMN_1744713	610193	PARK7	protein_coding
14027	ILMN_1744725	6900307	NA	NA
14028	ILMN_1744748	4780634	BECN2	protein_coding
14029	ILMN_1744752	6520465	NA	NA
14030	ILMN_1744754	4120246	NA	NA
14031	ILMN_1744765	540546	KRT4	protein_coding
14032	ILMN_1744773	7100605	MBD3L3	protein_coding
14033	ILMN_1744775	3940647	ATRX	protein_coding
14034	ILMN_1744784	6650411	TECTA	protein_coding
14035	ILMN_1744786	1010424	SAGE1	protein_coding
14036	ILMN_1744794	1850022	USP26	protein_coding
14037	ILMN_1744795	2470070	TBL1X	protein_coding
14038	ILMN_1744806	450187	NA	NA
14039	ILMN_1744815	1740592	NECTIN1	protein_coding
14040	ILMN_1744817	2630332	NA	NA
14041	ILMN_1744822	1690379	NA	NA
14042	ILMN_1744830	990121	ARHGAP11A	protein_coding
14043	ILMN_1744832	2650445	NA	lincRNA
14044	ILMN_1744834	3120386	OR2T34	protein_coding
14045	ILMN_1744862	5310041	TGFBR2	protein_coding
14046	ILMN_1744863	1050541	NA	NA
14047	ILMN_1744886	6130017	OR6T1	protein_coding
14048	ILMN_1744887	4180711	RLN2	protein_coding
14049	ILMN_1744897	1570184	KCNN3	protein_coding
14050	ILMN_1744906	2350255	NA	NA
14051	ILMN_1744912	130433	CTTN	protein_coding
14052	ILMN_1744919	3310300	SSU72P8	processed_pseudogene
14053	ILMN_1744923	1580593	WFDC5	protein_coding
14054	ILMN_1744929	7150484	PTGER1	protein_coding
14055	ILMN_1744941	3130435	TCOF1	protein_coding
14056	ILMN_1744949	5870474	NA	NA
14057	ILMN_1744959	2480494	NFX1	protein_coding
14058	ILMN_1744963	4780671	ERO1A	protein_coding
14059	ILMN_1744968	2970279	KCNAB1	protein_coding
14060	ILMN_1744980	4900193	ZCCHC7	protein_coding
14061	ILMN_1745005	620187	GGCT	protein_coding
14062	ILMN_1745006	4180026	PIH1D3	protein_coding
14063	ILMN_1745021	5490546	SLC30A1	protein_coding
14064	ILMN_1745034	1820037	SLC11A2	protein_coding
14065	ILMN_1745038	1470114	NA	NA
14066	ILMN_1745041	6060086	TCF15	protein_coding
14067	ILMN_1745043	6060470	LDHC	protein_coding
14068	ILMN_1745049	4040747	NA	NA
14069	ILMN_1745068	3830044	GRTP1	protein_coding
14070	ILMN_1745075	1470349	RPLP0	protein_coding
14071	ILMN_1745076	7040280	CLINT1	protein_coding
14072	ILMN_1745077	6980767	NA	NA
14073	ILMN_1745079	7150240	TRIM2	protein_coding
14074	ILMN_1745103	6860164	NA	NA
14075	ILMN_1745108	3400424	ADAD2	protein_coding
14076	ILMN_1745110	7050494	LAPTM4A	protein_coding
14077	ILMN_1745112	1850546	FAM102A	protein_coding
14078	ILMN_1745116	2710615	NA	NA
14079	ILMN_1745119	1470390	MPLKIP	protein_coding
14080	ILMN_1745132	5310521	GDF11	protein_coding
14081	ILMN_1745134	1240609	ANO4	protein_coding
14082	ILMN_1745141	630468	MBL1P	unitary_pseudogene
14083	ILMN_1745148	3800487	ZNFX1	protein_coding
14084	ILMN_1745151	1450433	SHANK2	protein_coding
14085	ILMN_1745152	7040307	UQCC1	protein_coding
14086	ILMN_1745154	4610288	PARD6B	protein_coding
14087	ILMN_1745171	3440743	RPL31P11	transcribed_processed_pseudogene
14088	ILMN_1745172	5690437	ILF2	protein_coding
14089	ILMN_1745201	3420463	NA	NA
14090	ILMN_1745213	6350504	NA	NA
14091	ILMN_1745214	2120435	NA	NA
14092	ILMN_1745217	3800327	KANSL3	protein_coding
14093	ILMN_1745223	1070047	CDC42EP4	protein_coding
14094	ILMN_1745239	6370204	ACTR3C	protein_coding
14095	ILMN_1745242	3890609	PLSCR1	protein_coding
14096	ILMN_1745256	1010048	CXXC5	protein_coding
14097	ILMN_1745262	2710523	REM2	protein_coding
14098	ILMN_1745271	7560253	EXOSC4	protein_coding
14099	ILMN_1745282	1470348	MOK	protein_coding
14100	ILMN_1745299	7040678	FABP7	protein_coding
14101	ILMN_1745318	4480576	CREM	protein_coding
14102	ILMN_1745329	7570711	PRR14	protein_coding
14103	ILMN_1745330	6370360	RNF151	protein_coding
14104	ILMN_1745332	6770593	NA	NA
14105	ILMN_1745343	1980500	ZMAT2	protein_coding
14106	ILMN_1745356	5570278	NA	NA
14107	ILMN_1745365	2100537	PKNOX1	protein_coding
14108	ILMN_1745368	540193	TMEM50A	protein_coding
14109	ILMN_1745374	2510220	IFI35	protein_coding
14110	ILMN_1745385	6450646	HNRNPM	protein_coding
14111	ILMN_1745389	7560022	KIAA1328	protein_coding
14112	ILMN_1745395	620041	CTCFL	protein_coding
14113	ILMN_1745397	990768	NA	NA
14114	ILMN_1745398	4880603	PCDH15	protein_coding
14115	ILMN_1745409	3170041	PABPC1L2A	protein_coding
14116	ILMN_1745415	2370703	BBX	protein_coding
14117	ILMN_1745421	6550180	ZMAT5	protein_coding
14118	ILMN_1745423	5490102	UTP3	protein_coding
14119	ILMN_1745447	6590730	NA	NA
14120	ILMN_1745469	7000019	SEC24B	protein_coding
14121	ILMN_1745471	2000022	NA	NA
14122	ILMN_1745490	2360224	NA	NA
14123	ILMN_1745491	3940068	UNC5CL	protein_coding
14124	ILMN_1745497	6020661	METTL25	protein_coding
14125	ILMN_1745499	7400608	NA	NA
14126	ILMN_1745501	6200309	DNALI1	protein_coding
14127	ILMN_1745513	830215	MCAT	protein_coding
14128	ILMN_1745522	1410278	PF4V1	protein_coding
14129	ILMN_1745529	2370433	KCNH1	protein_coding
14130	ILMN_1745533	1400259	NA	NA
14131	ILMN_1745537	1230577	NA	NA
14132	ILMN_1745542	5340475	NA	lincRNA
14133	ILMN_1745554	3190184	NA	lincRNA
14134	ILMN_1745570	6020139	NA	NA
14135	ILMN_1745573	4490014	TTC13	protein_coding
14136	ILMN_1745580	3140326	ADAD1	protein_coding
14137	ILMN_1745583	1770438	EXOC1	protein_coding
14138	ILMN_1745593	4260731	STMN1	protein_coding
14139	ILMN_1745599	5340278	NA	NA
14140	ILMN_1745607	2370438	NA	NA
14141	ILMN_1745620	2370538	KRCC1	protein_coding
14142	ILMN_1745623	10592	NA	NA
14143	ILMN_1745651	650093	NA	NA
14144	ILMN_1745655	6580608	PEX16	protein_coding
14145	ILMN_1745668	2320274	NA	NA
14146	ILMN_1745684	2680224	ZIC1	protein_coding
14147	ILMN_1745686	4260243	MFHAS1	protein_coding
14148	ILMN_1745695	6280653	NA	NA
14149	ILMN_1745697	1510414	MGRN1	protein_coding
14150	ILMN_1745699	1240646	METTL2A	protein_coding
14151	ILMN_1745702	940446	NA	processed_pseudogene
14152	ILMN_1745703	7320634	CORO2A	protein_coding
14153	ILMN_1745713	1570301	STKLD1	protein_coding
14154	ILMN_1745724	6330546	NA	NA
14155	ILMN_1745733	1780632	NA	lincRNA
14156	ILMN_1745737	4780102	DIS3L2	protein_coding
14157	ILMN_1745764	610634	ESYT3	protein_coding
14158	ILMN_1745765	3610491	CLVS1	protein_coding
14159	ILMN_1745772	650722	ASCC3	protein_coding
14160	ILMN_1745778	3310632	SLC45A4	protein_coding
14161	ILMN_1745784	7040139	ZNF324	protein_coding
14162	ILMN_1745785	6020458	NR2F2	protein_coding
14163	ILMN_1745787	3190692	NA	NA
14164	ILMN_1745788	5550373	CX3CR1	protein_coding
14165	ILMN_1745798	2360184	GTF2F2	protein_coding
14166	ILMN_1745801	5050386	OR2K2	protein_coding
14167	ILMN_1745806	1780411	PEMT	protein_coding
14168	ILMN_1745807	5050735	NA	NA
14169	ILMN_1745813	5420110	KIF1BP	protein_coding
14170	ILMN_1745817	1990731	NELL1	protein_coding
14171	ILMN_1745820	2320056	RASSF6	protein_coding
14172	ILMN_1745826	3060482	KATNAL2	protein_coding
14173	ILMN_1745827	2680414	TBX4	protein_coding
14174	ILMN_1745841	2480309	RC3H1	protein_coding
14175	ILMN_1745849	2760608	ENTPD5	protein_coding
14176	ILMN_1745851	1690220	C8orf87	lincRNA
14177	ILMN_1745852	1030201	WDR33	protein_coding
14178	ILMN_1745860	3130619	WEE2-AS1	antisense
